;SPV_event_date;SPV_event_value;WON_event_date;WON_event_value
407;1998-03-29;-3,687322994641999;1993-09-25;-21,811642661290314
408;1991-06-10;-3,684879792751678;1994-01-02;-21,753059499999996
409;1991-03-18;-3,680945320847404;2013-01-24;-21,735872790322595
410;2021-02-04;-3,6753887131546854;1995-09-20;-21,730653790322574
411;1992-02-07;-3,674004619093947;2007-02-09;-21,724302096774196
412;1995-04-23;-3,6637429126512413;2004-07-24;-21,69509701612904
413;2012-05-17;-3,6633161396301324;2019-11-22;-21,67840653225808
414;2021-08-02;-3,6574578562710256;1999-10-19;-21,668772741935463
415;2019-09-12;-3,6567650202945616;2003-09-10;-21,63302951612904
416;2011-02-17;-3,656205229787178;2019-09-26;-21,624958629032268
417;2013-09-22;-3,64332681444894;2020-12-08;-21,61238637096775
418;2002-09-22;-3,631975351518941;2001-03-11;-21,603981451612913
419;1998-07-22;-3,6243640458387083;2013-09-14;-21,59987564516129
420;2016-02-06;-3,611574348631219;2016-06-13;-21,597297419354827
421;2001-08-09;-3,575594707809843;2016-10-22;-21,588867177419356
422;2005-05-11;-3,573316713188203;2003-09-16;-21,549072661290317
423;1991-07-21;-3,5605852217255127;2007-06-14;-21,44709741935485
424;2010-01-25;-3,5515121918638592;1992-10-28;-21,436267258064515
425;2019-10-07;-3,547443706305831;2006-03-06;-21,366827107293133
426;2017-10-29;-3,5390548543879676;2021-07-27;-21,313535241935483
427;2000-06-03;-3,537068628657742;2004-08-04;-21,258108709677426
428;1999-07-28;-3,529145574770067;2004-06-04;-21,25275161290322
429;2012-09-28;-3,527041637207346;2016-04-16;-21,241693629032262
430;2011-02-08;-3,5236137563149974;2000-01-17;-21,18651866666667
431;2015-05-20;-3,510049586320261;2014-03-12;-21,15895806451614
432;2020-10-26;-3,5079358839682686;2020-12-18;-21,12836126612903
433;2011-06-14;-3,493974581271527;1992-07-05;-21,105471290322576
434;2020-07-22;-3,4894407209444323;2009-09-28;-21,036167580645163
435;2000-10-23;-3,477729010763777;2010-06-11;-20,991463306451617
436;1999-09-28;-3,4727748488640873;2000-12-24;-20,863128916666664
437;2002-08-08;-3,4696403098993196;2003-08-05;-20,86280870967742
438;2014-07-16;-3,468195069820989;2000-09-18;-20,751290725806452
439;1998-08-04;-3,4627864363090857;2017-03-09;-20,749856542777003
440;2008-06-07;-3,445500800973414;2020-08-20;-20,687685725806432
441;2013-09-27;-3,4451932806687324;2020-07-24;-20,680197016129014
442;1993-11-15;-3,4412564616525354;2019-03-30;-20,616120564516137
443;2013-02-20;-3,4343054385205796;2004-01-11;-20,577848916666657
444;1994-11-20;-3,4251538913740243;2020-06-26;-20,54938427419353
445;2001-05-02;-3,423855598689702;2015-10-16;-20,542043064516122
446;2011-06-01;-3,420817952222821;2000-02-25;-20,529576290322595
447;2005-03-12;-3,41711981934324;2015-02-13;-20,51234467741935
448;2012-07-11;-3,4089081279340756;2006-01-15;-20,51115916666668
449;2002-02-12;-3,4006630555719255;2019-06-22;-20,470406693548384
450;1998-09-22;-3,3903617231289394;2001-06-17;-20,465162096774197
451;1997-05-22;-3,382375389781139;2003-06-01;-20,456619596774196
452;2007-11-06;-3,3669112247811013;2018-04-04;-20,45145233870968
453;2011-09-22;-3,36680617681894;1997-11-29;-20,451249758064506
454;2009-10-13;-3,3606619168004896;2010-07-12;-20,45077475806453
455;2003-01-04;-3,354537972493273;2013-03-01;-20,425253569424964
456;2006-02-13;-3,3437835957202964;2010-01-04;-20,424969333333333
457;1998-10-04;-3,3322296706939567;2019-12-28;-20,35845741666667
458;1992-10-26;-3,320120543952271;2004-03-13;-20,32893951612903
459;1995-03-07;-3,316119875357304;2021-01-15;-20,307459166666675
460;2007-03-05;-3,3125130479822875;1991-09-02;-20,27969524193548
461;2020-02-23;-3,3123674639342235;1991-12-14;-20,266068959677426
462;2015-01-16;-3,303345977839524;2021-06-30;-20,2300241935484
463;2004-04-14;-3,302368765905422;2014-08-08;-20,211208629032264
464;2019-10-21;-3,300603267721417;2016-03-25;-20,1978793548387
465;2014-08-18;-3,28989923343469;2002-08-22;-20,129829677419355
466;1994-04-22;-3,2871281610021272;2006-02-24;-20,090562903225813
467;1998-03-14;-3,285517508901897;2001-04-28;-20,080233951612904
468;1993-12-11;-3,2777610571787297;2002-04-27;-20,072094516129013
469;2019-06-16;-3,277216334730337;2006-07-25;-20,038097016129033
470;2019-03-22;-3,264195549726701;2008-10-14;-20,020849112903228
471;1994-11-01;-3,2610888983109994;2002-11-18;-19,931024435483863
472;2000-05-24;-3,259266367368862;2003-05-13;-19,9045970967742
473;1992-04-26;-3,257853858912132;2014-09-13;-19,77207741935484
474;2014-10-27;-3,2562073730653713;2021-06-16;-19,75739653225806
475;2019-02-09;-3,2523399013291794;2005-03-04;-19,701644687938295
476;2007-02-03;-3,2520686850668272;2018-06-12;-19,631794838709677
477;1995-09-05;-3,231747443614827;2021-07-06;-19,613171290322583
478;1992-02-02;-3,2235381242753305;2009-03-04;-19,591744687938284
479;2016-08-14;-3,2228302699208142;2010-08-10;-19,583634435483877
480;1991-07-26;-3,210560607275068;1999-11-24;-19,580825403225806
481;2009-12-11;-3,2086410604698297;1998-05-02;-19,47748258064517
482;2012-03-15;-3,205587313616154;1996-04-08;-19,470291048387097
483;2017-09-18;-3,203950560559869;2001-05-27;-19,45561685483871
484;2007-07-19;-3,2034400735806665;2015-04-24;-19,429564435483865
485;2001-03-21;-3,2033376195596968;2000-10-03;-19,26200330645161
486;2014-01-22;-3,1996030579868604;2003-06-19;-19,19821088709677
487;2003-02-09;-3,1962919874270814;2004-09-09;-19,188629516129044
488;2000-11-14;-3,196279846822536;2010-12-10;-19,184190564516125
489;2009-09-07;-3,191965733052815;2007-06-24;-19,06550822580645
490;2012-06-17;-3,191294244649588;2013-07-28;-19,00464612903226
491;2005-10-27;-3,1895989422553703;2013-04-13;-18,980525887096764
492;2018-04-16;-3,182084369123295;2018-11-29;-18,971549758064516
493;1995-10-08;-3,1756430537562768;1996-10-09;-18,942910564516126
494;2007-02-22;-3,1743524998109987;2002-08-07;-18,917690887096775
495;2014-08-23;-3,1673977837758955;2016-02-20;-18,876320887096764
496;2021-11-17;-3,1573775029985534;2002-03-27;-18,869519354838708
497;1996-11-09;-3,1452438969913095;2019-04-10;-18,844764919354837
498;2011-05-20;-3,1407107364053606;2016-09-18;-18,838090725806452
499;1992-10-08;-3,1363869950917365;2015-08-12;-18,806151612903225
500;1996-09-30;-3,135582962473359;2005-06-29;-18,70749475806452
501;2017-11-22;-3,1343447973635246;2002-04-15;-18,545852822580652
502;2010-11-08;-3,1272020884060647;2005-09-14;-18,52727564516129
503;2013-03-23;-3,1258866873133346;1999-06-19;-18,521610887096767
504;2001-04-11;-3,1218550119545014;1992-06-30;-18,466001774193558
505;1994-11-25;-3,118682694873551;2011-01-07;-18,41031008333334
506;2005-11-28;-3,1047543695972255;2006-05-18;-18,400903145161294
507;2001-07-15;-3,0971306435923203;2008-11-10;-18,386632741935486
508;1993-09-09;-3,097018039957237;1994-08-07;-18,382390887096772
509;2007-01-13;-3,087701235144821;2020-12-31;-18,378765374999993
510;1994-05-18;-3,0829882361730347;2002-12-29;-18,373523249999998
511;2020-11-18;-3,082879663141695;2021-05-02;-18,37308258064516
512;1994-04-28;-3,0753247420589824;2000-09-04;-18,29537532258065
513;2001-10-27;-3,0688857222322725;2017-05-17;-18,29523467741935
514;2017-12-26;-3,055842160428954;2019-10-24;-18,260110645161298
515;2000-01-19;-3,054641510675772;2018-07-26;-18,22656338709678
516;2009-03-12;-3,0494318130332414;2018-07-20;-18,220750887096774
517;1998-12-16;-3,039823634484081;2020-06-16;-18,21416209677419
518;2020-01-16;-3,0381291295615247;2013-04-04;-18,151252338709675
519;1997-08-01;-3,0378456748039087;2019-12-02;-18,120782741935496
520;2019-07-23;-3,030636927682427;2013-07-10;-18,117049274193544
521;2005-03-30;-3,028234767202026;1994-08-02;-18,09312153225806
522;2019-05-09;-3,02049775170807;2005-03-10;-18,08699677419356
523;2020-03-22;-3,0127400256633368;2014-01-20;-18,019492666666657
524;2016-08-04;-3,0004541266475404;2009-05-26;-17,953058951612906
525;2019-08-19;-2,997304408713269;2017-12-06;-17,92556846774195
526;2002-10-20;-2,9961955438385144;2012-11-01;-17,925461048387096
527;1994-10-09;-2,990915408453736;1993-08-22;-17,89062967741935
528;2006-12-28;-2,9854159805900946;2002-05-14;-17,832989274193544
529;1992-02-28;-2,979870463437091;1994-05-31;-17,82339274193548
530;2012-02-19;-2,978520891391019;2004-11-30;-17,82033177419355
531;2001-12-06;-2,972913177469371;2001-08-27;-17,805958709677427
532;2015-07-27;-2,9669769962573445;2006-09-19;-17,801290725806446
533;2013-09-09;-2,9641525913772373;2020-04-13;-17,79098395161291
534;1993-08-23;-2,963108489113894;2009-07-06;-17,789771290322577
535;2012-06-29;-2,9523384392037335;2017-06-05;-17,564351612903206
536;1998-01-22;-2,951473676581859;2019-02-20;-17,561320887096784
537;1998-04-27;-2,9433044586521304;2002-08-17;-17,534742822580647
538;2005-02-20;-2,934572646620579;2021-03-12;-17,44325806451612
539;2000-03-24;-2,9303475628184605;1998-09-25;-17,420242661290317
540;2002-06-23;-2,9292910336966775;1991-07-28;-17,386746129032264
541;2014-06-05;-2,91970029265088;2016-09-07;-17,38661153225807
542;2019-01-18;-2,9158068603000187;2003-09-05;-17,353475322580646
543;2013-12-05;-2,9150979714813308;2000-08-10;-17,348633709677426
544;2014-05-17;-2,907590741945341;2004-07-29;-17,340246854838707
545;2013-06-17;-2,884470368505708;2013-10-13;-17,339930645161303
546;2012-04-25;-2,884132747203752;2011-04-04;-17,320752338709685
547;1991-09-23;-2,8839599186044955;1991-08-08;-17,28940862903226
548;1992-10-13;-2,881837592703461;1994-05-26;-17,280358951612904
549;2009-11-03;-2,8810630475674674;1995-08-25;-17,265024032258065
550;2013-11-08;-2,878226966390065;1999-07-09;-17,25638629032258
551;2008-10-01;-2,8716085576776185;2018-10-12;-17,244992016129025
552;2016-10-16;-2,866197647862601;1995-07-03;-17,210196209677413
553;2005-07-23;-2,8645802663324287;1991-06-01;-17,206419596774197
554;1996-02-27;-2,859424763304334;2010-04-11;-17,118332903225802
555;1995-07-22;-2,8451860359787084;2014-09-02;-17,108995241935478
556;2002-12-06;-2,8394341669013707;2019-07-18;-17,083250322580643
557;2018-12-03;-2,8358469487498454;2009-02-16;-17,06675508064516
558;2007-08-22;-2,8289412061701547;2020-09-23;-17,062443225806447
559;2012-12-25;-2,8287120463258533;2021-04-27;-17,03429451612903
560;1997-12-14;-2,828356172676454;2005-07-15;-16,985231129032265
561;1997-10-15;-2,8259028770888697;2008-12-29;-16,974027250000006
562;1991-01-27;-2,8225288005254194;2006-06-14;-16,954397419354837
563;2010-10-29;-2,8152291078829683;2000-04-08;-16,930691048387096
564;2021-12-20;-2,814759697719227;1991-11-24;-16,919925403225815
565;2019-05-24;-2,8132615599376902;2005-07-31;-16,895577741935483
566;1997-09-05;-2,806236348131728;2000-05-05;-16,891791774193536
567;1993-10-28;-2,7933773623744362;2014-11-13;-16,862134677419345
568;1997-01-26;-2,7874608488150376;1997-09-07;-16,84929677419354
569;2002-10-28;-2,787382233187536;2012-07-30;-16,814777741935487
570;2006-08-29;-2,7864922284177758;2004-02-24;-16,813362903225816
571;1994-01-26;-2,7827511746650377;2009-08-11;-16,732233709677413
572;2003-01-28;-2,7551457231269474;2016-08-03;-16,726712177419348
573;2003-05-08;-2,7481350310724793;2007-06-08;-16,695435403225794
574;2018-02-01;-2,7478940792348623;1996-01-15;-16,648159166666666
575;2008-11-07;-2,734699303006066;2000-04-14;-16,61765282258064
576;2013-11-30;-2,728485228057949;1994-07-04;-16,60303903225806
577;2002-04-16;-2,7114720752272943;2006-07-09;-16,55898629032258
578;1996-09-02;-2,7085707733800706;1996-08-19;-16,547080887096783
579;1999-08-27;-2,7066658084013624;2016-01-17;-16,519918666666666
580;2015-06-29;-2,704835019715594;2011-06-13;-16,501059354838713
581;1991-12-24;-2,6968622619724654;1999-03-23;-16,48849991935482
582;2003-09-04;-2,6953722026082962;2011-07-12;-16,439274758064514
583;2002-11-09;-2,6941222214070857;2009-10-30;-16,438981290322584
584;2016-12-15;-2,693526090819082;1996-05-23;-16,391789435483876
585;2016-01-10;-2,6930133951352335;2016-04-06;-16,372758709677413
586;2000-11-27;-2,691670300550128;2010-10-13;-16,31413064516129
587;2004-12-19;-2,6897543466842264;2003-11-17;-16,26974088709676
588;2008-08-24;-2,6876675072893432;2000-04-27;-16,252333951612904
589;1997-02-20;-2,680068076971579;2020-05-01;-16,19798258064516
590;2000-07-30;-2,6793866982921677;2007-10-21;-16,18345395161291
591;2006-12-09;-2,6648508057588978;2014-06-14;-16,17939741935484
592;2018-10-31;-2,662233340034614;1994-10-11;-16,176125564516127
593;2000-02-11;-2,6574236809324607;1999-01-30;-16,148433064516126
594;2000-03-08;-2,656699212614859;2014-08-02;-16,10962153225807
595;2008-01-31;-2,651423178634002;2010-12-28;-16,070257416666657
596;1993-08-18;-2,647628808734689;2017-05-27;-16,062816854838708
597;1999-02-28;-2,646052564090091;2002-11-12;-16,047967661290325
598;2012-10-04;-2,6422634255743747;1992-12-12;-16,03222635215055
599;2002-07-03;-2,6358837712919425;2016-09-02;-16,012117338709682
600;2012-09-01;-2,6297853789535393;2000-08-15;-15,99884129032258
601;1999-07-23;-2,6285107793224296;1993-10-31;-15,996104112903232
602;2021-03-19;-2,627347367975776;2014-11-07;-15,995238145161297
603;2015-11-12;-2,626403908761129;2012-06-04;-15,994951612903238
604;2003-12-27;-2,6253042421936748;1998-12-07;-15,987091935483878
605;2013-01-11;-2,6213592253483986;1997-07-12;-15,951574758064512
606;1992-01-10;-2,6209974984452327;2009-04-28;-15,921333951612903
607;2007-08-15;-2,617234304957715;1999-01-15;-15,90655916666667
608;1998-10-24;-2,606776128604877;2010-07-29;-15,865821693548382
609;2016-03-31;-2,60288706846353;1992-09-27;-15,848267580645157
610;2014-11-01;-2,6009603126478997;2012-02-16;-15,84805508064517
611;1992-12-26;-2,592219513172574;2007-06-19;-15,826110887096775
612;2006-11-01;-2,5875038957078997;2003-07-14;-15,798769354838704
613;1993-03-23;-2,5714352968233354;2008-05-23;-15,795289435483877
614;2010-08-02;-2,571150997021025;2021-07-15;-15,781631129032247
615;2013-11-20;-2,5589861954940227;2005-04-24;-15,781564435483869
616;2006-09-09;-2,5526844214761377;2006-07-02;-15,772802822580648
617;2009-09-02;-2,5478418896275365;1994-11-28;-15,764631612903228
618;1992-01-20;-2,5199933699709636;1997-05-20;-15,728390161290314
619;2012-03-20;-2,514593727359697;2008-02-13;-15,727444677419351
620;1997-02-25;-2,5143588425518892;2010-05-28;-15,689492500000009
621;2007-03-10;-2,5115237528581895;1999-09-21;-15,646844354838718
622;1998-11-15;-2,5050551381025348;2006-09-26;-15,645858629032253
623;2014-11-23;-2,502403281903708;2012-05-10;-15,64391387096774
624;2002-01-23;-2,5023711816779968;1997-01-08;-15,64117464583333
625;2016-02-01;-2,493418741491763;2004-04-22;-15,636594193548406
626;2020-12-04;-2,4868339392273304;1994-07-28;-15,63144612903226
627;2015-07-15;-2,486461206692321;2009-04-17;-15,614693629032267
628;2000-09-04;-2,486395558968728;2000-04-02;-15,599530564516122
629;1997-12-27;-2,4810609035715734;1993-12-28;-15,599157416666669
630;2012-06-23;-2,476221105706457;1995-01-10;-15,533159000000003
631;2009-11-12;-2,4717943724061295;2004-06-09;-15,518032096774197
632;1999-01-27;-2,4660020011214203;2021-02-17;-15,490390403225822
633;2011-11-25;-2,4653604036175496;2002-09-29;-15,468628145161286
634;2018-04-10;-2,4590852494807813;2014-07-19;-15,432618064516133
635;2009-07-13;-2,452940043351179;2002-09-06;-15,432020967741941
636;2001-11-14;-2,4515817241718794;2010-08-15;-15,42115435483871
637;1992-03-16;-2,4483268830820846;2014-07-06;-15,41607129032257
638;2000-11-07;-2,4476394427010666;2004-05-16;-15,376934677419353
639;2018-12-24;-2,4455379883734656;2014-11-02;-15,373261048387104
640;2013-12-10;-2,441131805736316;1993-04-27;-15,358094516129038
641;2001-01-29;-2,416296748604299;2010-03-29;-15,329195000000002
642;2013-04-13;-2,410643310278058;1996-08-24;-15,328824032258066
643;1993-02-21;-2,4082159948023523;2020-05-22;-15,305395967741939
644;2013-10-21;-2,4016243755514166;2003-08-13;-15,30207330645161
645;1995-10-02;-2,399804235157618;2003-06-08;-15,265435403225801
646;2010-11-16;-2,3940677013976335;2018-03-01;-15,213753569424954
647;1991-11-25;-2,387991487024549;1997-06-20;-15,202246854838709
648;2015-04-30;-2,38620261841737;2011-08-26;-15,149022096774193
649;2017-11-28;-2,384077601120127;2000-10-21;-15,122664354838706
650;2005-08-12;-2,378911880407593;2012-09-06;-15,116296774193547
651;1997-05-17;-2,3771393624744412;2003-08-31;-15,096287177419358
652;2018-03-13;-2,3770461859603755;2018-01-27;-15,078413080645161
653;2004-10-25;-2,3582801014259536;2000-01-27;-14,942913080645155
654;2003-01-21;-2,356252965207878;1991-03-30;-14,934520564516134
655;2019-01-29;-2,353126487219298;2019-05-21;-14,899016774193548
656;2009-02-11;-2,3497714159964613;1999-08-14;-14,891623306451603
657;1993-02-16;-2,349546659363287;1999-08-30;-14,860667338709678
658;2004-11-20;-2,348142188203392;2013-04-29;-14,8406229032258
659;2018-09-18;-2,337485134059867;2006-04-23;-14,809194193548384
660;2018-12-31;-2,334825996935199;1994-07-22;-14,759325241935484
661;2007-12-06;-2,3323844754743703;2018-07-10;-14,758249274193552
662;2007-01-19;-2,3245415061657724;2002-07-13;-14,754289919354838
663;2005-10-02;-2,32334346488352;2016-12-11;-14,70235387096775
664;2018-06-15;-2,3220697095615805;1996-03-01;-14,70082709677419
665;2001-11-26;-2,321825152639334;2018-10-18;-14,695537177419356
666;2013-01-28;-2,321494701521948;2018-05-12;-14,6826989516129
667;1993-12-05;-2,3173987657313315;2007-08-30;-14,661367338709681
668;1991-06-28;-2,315700885948044;2008-02-23;-14,656938629032247
669;2014-12-25;-2,3155509993948673;2004-05-21;-14,6567320967742
670;2012-09-22;-2,3079600618044966;1992-02-26;-14,654542500000009
671;2019-01-12;-2,2995882413016626;2016-08-21;-14,641829677419349
672;2008-02-27;-2,2975679459913345;1994-08-27;-14,634658709677415
673;1992-08-14;-2,2944240287477125;2008-05-10;-14,600413870967731
674;2002-12-21;-2,292615411307656;2019-08-06;-14,599141532258052
675;2007-09-01;-2,280161792176723;1995-10-22;-14,492064354838723
676;2000-10-28;-2,278718945892969;2012-08-06;-14,474790887096765
677;2004-02-03;-2,275294719856827;1996-08-04;-14,459408709677422
678;2009-11-30;-2,2638642154100492;2007-01-01;-14,45837925000001
679;1994-12-14;-2,2593230905554553;1991-03-05;-14,444272268583443
680;2008-11-22;-2,2589867089037092;1999-06-29;-14,418194758064518
681;2020-11-03;-2,251554071829339;1992-10-18;-14,390372741935488
682;2008-09-03;-2,2475006523662944;2019-05-03;-14,380660725806448
683;1996-08-14;-2,2342492704977133;1994-10-02;-14,377286854838708
684;2010-09-25;-2,226484451422691;2009-01-16;-14,375933583333344
685;2016-11-21;-2,2245052750666243;1993-08-27;-14,356258709677416
686;1999-11-30;-2,2235658632129494;2005-07-10;-14,327449274193551
687;2021-05-22;-2,2231405103060404;2003-07-27;-14,280835241935485
688;1994-01-06;-2,22106817408558;1995-12-09;-14,277786370967748
689;2020-01-10;-2,2194342980372332;1996-08-29;-14,19986733870968
690;2003-10-12;-2,2191110755880104;1997-04-24;-14,165064435483876
691;2012-02-25;-2,217850404808888;2010-08-04;-14,112412177419358
692;2019-02-03;-2,2149250580599276;1995-08-20;-14,06198088709678
693;2006-11-07;-2,2103128253004716;2004-08-19;-14,057180887096775
694;2014-10-22;-2,2096946580315886;1996-04-03;-14,01835233870968
695;2009-03-30;-2,2080030539420243;2001-07-01;-14,011001774193549
696;2009-01-19;-2,2060382009557724;2002-08-02;-14,00472153225807
697;2015-04-05;-2,205528118380043;2008-07-07;-13,920727499999996
698;2006-01-13;-2,205389806894821;2013-05-22;-13,902232096774194
699;2015-09-24;-2,2011199154601555;2014-06-07;-13,847872661290332
700;1995-11-04;-2,1891820900473395;1997-08-19;-13,822043225806455
701;1999-04-16;-2,1868357174662956;2019-09-15;-13,804419838709679
702;2015-12-08;-2,185583749358668;2005-06-24;-13,777408225806454
703;2000-02-02;-2,1855313786803316;2010-12-02;-13,730882741935474
704;2007-01-08;-2,1699956160297553;2005-05-23;-13,721895967741927
705;1993-01-12;-2,1684222662847628;2020-08-10;-13,699733709677412
706;2017-12-15;-2,1660038579348204;2015-05-28;-13,6941925
707;2018-01-01;-2,1592843696792503;2015-04-29;-13,676822903225803
708;2015-11-22;-2,158429477913523;1992-04-08;-13,661391048387095
709;2012-01-04;-2,157943194696373;2017-05-22;-13,597432096774192
710;2006-03-23;-2,150959376143337;2020-09-18;-13,555990725806447
711;2021-11-12;-2,150899756931129;2002-09-01;-13,553382419354843
712;1991-08-18;-2,15085632307469;2019-05-15;-13,55229217741935
713;2021-01-12;-2,149705012981661;2011-08-20;-13,518180887096776
714;2007-06-08;-2,138122207473413;2012-08-25;-13,510622096774183
715;1994-01-01;-2,1310881471142507;1991-10-17;-13,49339580645161
716;2004-09-02;-2,128912767924071;1991-04-25;-13,46538
717;2016-10-21;-2,118555479271588;2002-10-09;-13,440561209677421
718;2012-10-09;-2,1155526127727833;2015-08-22;-13,35632967741936
719;2020-12-30;-2,1142818220421;2006-03-01;-13,33765356942496
720;2014-06-22;-2,1121200416569623;2010-04-20;-13,329707983870964
721;2003-12-07;-2,1110271662189426;1993-01-09;-13,255300333333317
722;2013-03-11;-2,104752483958318;1992-10-23;-13,25511064516129
723;1997-10-04;-2,1044717039479575;2020-03-06;-13,24215951612903
724;2021-03-29;-2,1040790804919998;1994-08-12;-13,230451612903224
725;2007-05-28;-2,1022465759103923;2010-02-26;-13,227742500000003
726;2011-09-07;-2,1010581346148145;2009-04-11;-13,22273290322581
727;2015-08-24;-2,100252139613332;2015-03-13;-13,20166258064516
728;2012-01-27;-2,0917636759524205;2000-08-20;-13,19448572580645
729;1991-11-08;-2,090643768246065;1995-11-29;-13,188849758064517
730;1992-11-19;-2,079205989964023;2013-05-08;-13,186643064516131
731;2008-01-20;-2,062976901765965;2007-04-12;-13,185418387096774
732;1991-04-08;-2,0594908339811018;2002-12-19;-13,158761266129032
733;2000-07-24;-2,0520942273979883;2011-06-18;-13,135439112903224
734;2017-11-16;-2,0476466317676336;2010-05-16;-13,123338064516124
735;2011-01-14;-2,0371888398871447;2010-02-06;-13,00264733870968
736;2009-07-31;-2,03647594957817;2006-07-14;-12,994269354838712
737;1994-02-12;-2,031979519634925;2013-06-12;-12,956794838709673
738;2002-05-19;-2,0257279060643594;2011-02-24;-12,947162903225799
739;2016-07-30;-2,025367811808168;2009-10-03;-12,944416774193556
740;1995-02-07;-2,0239858454639474;2016-09-29;-12,91615685483869
741;2015-02-15;-2,0226280720371395;2005-02-22;-12,810537580645164
742;2021-12-07;-2,020682863147943;2002-06-14;-12,733897419354843
743;2017-02-23;-2,0200260173062228;2005-09-09;-12,679155241935488
744;1996-08-01;-2,0152477493750256;2016-07-24;-12,676997016129038
745;1998-08-22;-2,0091882510401557;1998-02-26;-12,6275425
746;2000-10-12;-2,00874808955449;2012-04-15;-12,605527338709678
747;2013-03-04;-1,98876911989777;2005-04-01;-12,585689919354836
748;2013-11-02;-1,9879949305435713;2020-04-18;-12,573336370967738
749;2004-01-20;-1,9831227039859651;2009-10-16;-12,48714306451612
750;2021-09-04;-1,9789186330022943;2008-05-18;-12,4608760483871
751;2017-09-23;-1,978575137104496;2021-11-22;-12,457806532258067
752;1993-01-24;-1,9758439581753835;2019-05-26;-12,422158951612902
753;2018-01-18;-1,974462583720017;2012-08-12;-12,35037330645161
754;2014-10-07;-1,969654069786728;1991-01-20;-12,348292666666664
755;1995-01-02;-1,9687123806279605;2006-06-20;-12,3394468548387
756;2012-11-21;-1,9674044909835233;1998-12-12;-12,330753870967738
757;1997-12-01;-1,9668944624471398;2000-05-17;-12,328903145161291
758;1993-01-30;-1,9617735322018988;2017-08-18;-12,2716695967742
759;1994-04-11;-1,9545295056504013;2007-04-23;-12,217394193548389
760;2011-12-30;-1,9528988169595303;2021-06-21;-12,15165588709676
761;2010-06-02;-1,952855304639735;2017-11-15;-12,12603846774193
762;2020-08-27;-1,9497724471393592;2016-01-27;-12,125213080645139
763;2015-10-28;-1,9492601618944376;2019-08-27;-12,108858709677419
764;1992-11-13;-1,947478598231879;2016-12-16;-12,085736083333341
765;1998-03-24;-1,940382619356631;2012-03-12;-12,055162580645165
766;1993-07-11;-1,9373959638451144;2005-02-27;-12,047078467741935
767;2010-01-20;-1,9359878312599648;2010-06-06;-12,046005000000003
768;2016-02-11;-1,9331021775864619;1991-09-21;-12,011544354838707
769;2015-02-27;-1,9305798766613333;2001-09-01;-12,005082419354833
770;2010-10-07;-1,9291219135827276;2012-01-18;-11,976242666666671
771;2001-01-09;-1,924178363968798;2011-08-02;-11,954321532258067
772;2006-10-01;-1,9237006923364588;2020-09-08;-11,949755241935488
773;2004-07-28;-1,9189452491105983;2013-08-24;-11,78766314516129
774;1999-07-02;-1,9133035405891123;1997-11-08;-11,78205653225806
775;2009-06-12;-1,9104358538046315;2016-06-29;-11,77832419354839
776;2014-07-28;-1,9102360310560647;1991-02-12;-11,76403548387097
777;2005-09-17;-1,9078136725090427;2018-11-04;-11,690836290322583
778;1994-01-13;-1,9063929260179215;1993-07-20;-11,68585088709677
779;1993-12-21;-1,9059943371276558;1993-09-19;-11,653390725806453
780;2019-11-29;-1,9045403246811516;2001-03-01;-11,63995356942496
781;2017-08-02;-1,8930596157810258;2015-07-01;-11,602101774193542
782;1991-09-13;-1,882216596456617;1994-10-21;-11,596153951612918
783;1993-05-29;-1,8753879455432114;2012-10-14;-11,568049112903225
784;2001-02-04;-1,8708287539316864;2014-11-29;-11,52564975806451
785;2001-04-22;-1,8662758919521236;1996-05-18;-11,510076048387099
786;1991-05-20;-1,86495220417626;2012-12-25;-11,50000724999999
787;1998-02-28;-1,8515666902720913;2006-10-15;-11,481849112903225
788;1997-11-13;-1,8369307515105202;2012-09-11;-11,48038274193548
789;2020-05-04;-1,8364478922775087;2004-01-23;-11,449050317204305
790;2005-08-27;-1,8294058923813603;2004-05-11;-11,424598951612902
791;2021-03-24;-1,8275390499466322;1996-04-26;-11,422194516129037
792;2006-02-27;-1,8177390092193357;1998-04-25;-11,41398
793;2014-12-09;-1,8107710476998973;2004-11-17;-11,380424435483869
794;1999-08-10;-1,8034847342999518;1999-04-07;-11,375258709677405
795;2020-02-10;-1,8021554217410478;2004-10-21;-11,370264354838703
796;2009-11-22;-1,798536831253523;2006-08-04;-11,356012177419359
797;1991-06-22;-1,7957323195869628;1993-09-30;-11,340256854838705
798;1993-02-05;-1,7952762172701497;2006-08-27;-11,328858709677421
799;2000-01-14;-1,7874528117691448;1992-11-02;-11,227834193548372
800;1996-07-11;-1,7836950568340755;2001-03-23;-11,222799919354843
801;2007-07-14;-1,7820611069357806;1995-07-31;-11,197977741935471
802;2021-12-25;-1,7792949718538669;1999-12-22;-11,190988916666669
803;2002-11-02;-1,7732991855985716;2018-06-02;-11,126236209677414
804;1996-12-20;-1,7690571061786553;2013-08-02;-10,993121532258057
805;1999-06-13;-1,7615287770030015;1996-12-01;-10,978482741935482
806;1992-11-08;-1,7592072826520855;2003-07-02;-10,916702822580644
807;2007-01-02;-1,753983838462961;1995-09-25;-10,86834266129032
808;2013-12-29;-1,7504134824665585;2001-02-16;-10,791355080645165
809;2012-12-30;-1,7491017008900995;2006-12-22;-10,788588916666667
810;1992-12-15;-1,7439513743921817;1995-11-03;-10,774034193548392
