;SPV_event_date;SPV_event_value;WON_event_date;WON_event_value
1203;2020-09-06;-0,04028705399281407;1993-05-02;-0,4781825806451628
1204;1996-10-23;-0,039281872373777386;2006-10-25;-0,46437161290322804
1205;2003-03-07;-0,03397320564720434;2007-01-30;-0,35903306451611444
1206;2008-12-19;-0,03182762127422659;2016-02-28;-0,3563262903225727
1207;2004-12-29;-0,03097642039953071;1998-07-04;-0,2742390322580645
1208;2001-01-15;-0,02213070465081967;1999-05-28;-0,26629250000000126
1209;2012-09-08;-0,013382297104136926;2013-09-05;-0,24117532258065394
1210;2014-10-12;-0,00859917462300986;2011-01-20;-0,22799266666666884
1211;2001-09-03;-0,0028584829581711113;2013-08-17;-0,21934282258064774
1212;2003-12-21;-0,001138433839655381;1992-06-10;-0,19706330645161232
1213;1991-01-01;0,0;2001-04-23;-0,17449419354838483
1214;1997-12-20;0,003675747840773378;2015-11-10;-0,16258774193548464
1215;2019-12-19;0,01751478877644557;1997-12-30;-0,147627249999992
1216;1997-10-21;0,022102617148582394;2008-10-19;-0,11105129032257677
1217;2014-02-02;0,03172338928466901;2010-05-05;-0,09539620967741724
1218;2013-06-02;0,0326146217642657;2011-07-02;-0,09040282258064619
1219;2016-03-09;0,03678997996181123;2013-07-05;-0,07280008064516565
1220;2000-06-17;0,04481798265041078;2020-02-09;-0,05480209677419434
1221;2011-01-29;0,04914926642570168;1995-10-29;-0,03826725806452397
1222;2000-12-19;0,05003005622977338;2015-12-20;-0,0007911559139820445
1223;2001-11-03;0,05728719263253159;1992-03-07;0,14294491935483833
1224;2017-01-15;0,0603183027460801;2009-03-15;0,19144193548386912
1225;2016-12-10;0,06152973450937047;1992-01-12;0,20240549999999857
1226;2021-11-27;0,06662622929487398;2000-06-17;0,2109608870967738
1227;2007-11-23;0,06797417552629109;1994-02-21;0,2748810483870945
1228;2002-09-01;0,07282687718727736;1996-06-05;0,308094999999992
1229;2014-07-22;0,0749596477312923;2001-04-03;0,3245694354838727
1230;2014-09-13;0,07636652364338296;2018-09-13;0,34402258064516256
1231;2015-09-29;0,07659644372265256;1991-04-16;0,34507266129032055
1232;2008-08-04;0,07699528204935886;1992-04-25;0,3492062903225819
1233;2008-04-21;0,09575664742787411;2010-06-25;0,35536685483869856
1234;2014-02-18;0,09861207148308164;2006-06-25;0,35656685483871065
1235;2015-12-18;0,09972138118709736;1991-01-01;0,41108549999999994
1236;2017-02-01;0,10085336041823735;2001-01-11;0,4326510833333274
1237;2001-12-29;0,10371867306654178;2004-02-02;0,43619387096773493
1238;1991-12-05;0,11196458676366958;1999-09-26;0,45834137096774247
1239;1998-02-19;0,11341366650898077;1993-10-16;0,46475693548386865
1240;2003-11-06;0,11736559983489825;1996-11-25;0,4649449193548379
1241;2017-05-25;0,12044951476113697;1992-06-25;0,47143725806451586
1242;2002-09-17;0,1221764298209576;2017-10-22;0,4747356451612895
1243;2016-01-04;0,1302480504767271;1992-01-22;0,5544408467741917
1244;1996-09-25;0,1351391624744235;2009-03-26;0,5994206451612949
1245;2007-10-11;0,1454352202349204;2010-05-11;0,6549861290322513
1246;2010-01-06;0,1463037671694196;2013-05-13;0,6576029032258097
1247;1995-09-27;0,14642810923516839;2012-06-21;0,6590933064516146
1248;2015-11-07;0,14743565891952692;2002-07-18;0,6606496774193487
1249;2008-03-24;0,15285025152153936;1998-09-02;0,7181047580645156
1250;2021-02-22;0,15418916415400044;1999-08-24;0,7330368548387101
1251;2017-04-06;0,1587202241488277;2018-10-01;0,7406943548387096
1252;2011-12-14;0,16898548137354483;2019-11-16;0,8206183064516079
1253;1996-12-03;0,16991194399618276;2018-08-28;0,8310213709677376
1254;2010-04-11;0,17478291035849824;2020-08-05;0,8617584677419323
1255;2021-07-21;0,17591208136448655;2004-05-30;0,909407258064511
1256;2001-10-05;0,18362458872872622;2008-04-29;1,0265091935483879
1257;2017-12-05;0,18440806389366962;2008-04-07;1,0294824999999983
1258;1991-05-03;0,18565904071728534;2001-11-10;1,1122122580645193
1259;1999-12-13;0,18973367096373023;2003-01-16;1,1384664166666572
1260;1996-03-10;0,18979325811657938;2015-09-04;1,1391108870967752
1261;2003-01-09;0,21211871084120257;2014-03-27;1,2095806451612745
1262;2017-10-24;0,2126312296962225;1999-01-25;1,2169995940860154
1263;2013-10-26;0,2162309464940463;1999-08-19;1,2252567741935512
1264;2004-03-08;0,2163888948320405;2018-10-07;1,3048683870967779
1265;2012-07-05;0,2165301847662967;2004-10-16;1,3123041935483837
1266;1991-01-08;0,21807881991386954;2004-01-01;1,3273207499999962
1267;2021-12-15;0,2292733289811793;2009-08-21;1,3301142741935499
1268;2006-01-24;0,22933084551261637;2019-07-31;1,3319222580645136
1269;2011-07-03;0,23184369407305874;2017-02-22;1,3606624193548367
1270;2001-01-03;0,2372883201180385;2009-07-19;1,3661819354838705
1271;1991-03-03;0,23919692952714106;2000-11-21;1,3685934677419382
1272;2010-12-24;0,24028495703753477;2008-08-07;1,3795913709677448
1273;2000-12-09;0,24131648814868495;2011-05-22;1,4214679032258082
1274;2013-04-28;0,24315416384101785;1996-07-18;1,443281935483872
1275;2017-08-13;0,24880357867154995;1992-07-15;1,4534921774193474
1276;1996-07-16;0,26011068039834134;2017-05-03;1,500839274193546
1277;2013-08-14;0,2667143502788887;1998-12-25;1,6129710833333388
1278;2009-01-29;0,2685711096757016;2012-01-23;1,6390496827956826
1279;1998-12-21;0,26996502720634447;1994-01-07;1,6733899166666644
1280;2001-05-07;0,2761421405954586;1998-08-04;1,7044878225806412
1281;2019-06-22;0,27854940634303627;1992-05-12;1,8164029032258002
1282;2004-08-14;0,29306718993298825;2010-08-20;1,8215191129032222
1283;2020-01-05;0,29816547373193647;2006-10-06;1,8467637903225735
1284;1994-07-10;0,3023946453335955;2014-02-25;1,8989237096774212
1285;2016-01-27;0,30604128451458035;2010-11-08;1,9419434677419385
1286;1998-01-16;0,3118470581354775;2011-03-15;1,9499419354838592
1287;2016-10-10;0,31266655003992005;2018-11-24;1,9954745967741938
1288;2020-09-16;0,33039575652095926;2002-03-19;2,039366290322577
1289;1997-11-23;0,33375724536629225;2001-07-11;2,0633425
1290;2007-10-20;0,3352849923614855;2020-05-27;2,1530074999999917
1291;2006-03-11;0,339737030241681;2009-11-17;2,1559591129032296
1292;1994-12-28;0,3421734735599061;1993-06-27;2,167215725806453
1293;2006-02-03;0,3447647191231717;1993-10-05;2,263416854838711
1294;2004-04-19;0,34587882253197155;1992-02-21;2,2654810483871106
1295;2009-10-18;0,3471692858366911;1995-06-27;2,3023157258064515
1296;1999-11-25;0,3487391653524503;2004-07-10;2,3444425
1297;2006-01-18;0,3532768662799823;2010-01-14;2,358700833333342
1298;1996-03-19;0,36670949797176133;2020-10-25;2,3777425000000094
1299;2001-12-11;0,37147893431337087;1992-08-06;2,4154091129032196
1300;2009-02-06;0,3860186553597799;1993-06-07;2,437927338709677
1301;2011-04-02;0,394109096116041;1999-11-29;2,441750241935475
1302;2005-01-12;0,3948827706183381;2019-10-30;2,521818709677426
1303;1996-01-08;0,3960205488552436;2014-05-19;2,5338239516129053
1304;2013-07-18;0,3989753275440947;2017-11-22;2,6099934677419387
1305;2017-01-02;0,4019039402673273;1994-06-14;2,625202580645157
1306;2016-02-16;0,4044065200827126;2018-08-13;2,628226693548386
1307;1996-08-19;0,40779268665861523;2002-04-06;2,656637258064507
1308;1997-07-20;0,40888846009329993;1994-01-18;2,7037573333333484
1309;2020-05-26;0,4140558947842494;2008-04-22;2,7045058064515985
1310;2013-05-13;0,41751468744387776;2020-05-15;2,7267619354838657
1311;2013-01-16;0,41757657135047666;2015-05-18;2,8492968548387108
1312;2001-01-24;0,4211426576586157;2021-11-05;3,0192677419354723
1313;1996-09-16;0,4254271754209573;1996-06-22;3,0754939516129003
1314;1995-12-14;0,42688392973954525;1991-07-15;3,076368870967742
1315;2017-11-11;0,4312509839646304;2021-03-21;3,1177407258064678
1316;2016-05-21;0,4372975437079601;2013-02-09;3,1327979032258075
1317;2012-08-27;0,4522419418206412;2003-05-27;3,152383145161292
1318;1999-05-18;0,4598951849269647;2010-03-07;3,1763641830294467
1319;2006-04-14;0,4614456756190393;2002-05-09;3,2262654838709732
1320;2008-10-27;0,4689427326024634;2009-09-14;3,24152435483871
1321;2016-06-05;0,46926436096984947;2020-04-02;3,275169435483867
1322;2017-03-15;0,4726631044721103;2015-02-28;3,3610737096774197
1323;1999-11-14;0,47281561506812;1991-05-19;3,4438239516129063
1324;2012-10-15;0,474651066852552;1992-04-30;3,4693799193548363
1325;2010-11-27;0,47979936066287404;1991-06-11;3,4886366935483863
1326;1995-11-22;0,48261930154647614;2017-06-27;3,5025157258064517
1327;2021-03-09;0,48262473611464446;2017-07-30;3,631853145161288
1328;1994-12-09;0,49157323551310256;2001-05-21;3,6532832258064523
1329;1997-10-27;0,49259260090462714;2008-08-23;3,715136854838713
1330;2014-11-18;0,49261764705836136;1993-03-30;3,7481794354838756
1331;2014-04-17;0,4957013658945128;2006-02-12;3,7533645161290297
1332;2017-08-07;0,49711181236477753;2002-12-11;3,7568403225806306
1333;1996-08-08;0,4998629603001601;2005-10-21;3,8132460483870965
1334;2002-03-07;0,500212877453696;1997-06-25;3,8882668548387103
1335;2007-12-30;0,5008655576504696;2020-09-03;3,9455108870967757
1336;1992-07-12;0,5088066750488207;2020-07-29;3,9565531451612936
1337;1992-05-08;0,512611955635027;1995-11-23;3,9631635483870973
1338;1995-10-15;0,5267655332111296;2012-05-20;3,984783225806451
1339;2009-12-22;0,5274791781184259;1991-11-19;4,047301774193568
1340;1994-10-14;0,5474565144505394;2018-04-29;4,078577096774193
1341;2018-08-31;0,5476380516691356;2011-12-24;4,1234565833333345
1342;2005-12-23;0,5525084788823942;2004-08-29;4,235932661290321
1343;1991-12-10;0,554199963986685;2020-03-11;4,279541935483874
1344;2009-12-27;0,5546871142644265;1998-12-17;4,30276391666667
1345;2013-02-07;0,5579332938910532;2002-05-29;4,33136443548387
1346;1991-02-01;0,5597519537572374;2014-04-26;4,369106290322589
1347;2014-12-30;0,5605994025204694;1996-05-28;4,420264435483872
1348;2014-02-08;0,5612374994550015;2011-10-07;4,463968387096786
1349;2005-02-15;0,5656436768628621;2014-03-17;4,494027258064513
1350;1995-02-25;0,5695674260811117;2001-09-19;4,5588092741935515
1351;2005-01-31;0,5855925887619999;2005-08-09;4,596641451612904
1352;2012-04-16;0,5961067099065138;2011-10-23;4,596832822580637
1353;1999-06-25;0,5969608863672491;1999-05-22;4,62696790322581
1354;2016-06-14;0,6020862602384169;2007-03-11;4,650918548387099
1355;1998-02-09;0,6030676301899206;1997-04-14;4,658416048387091
1356;1999-12-27;0,6050404829374264;2015-07-23;4,6769734677419335
1357;2012-02-14;0,6089908301425314;2019-09-06;4,713579032258062
1358;2017-01-26;0,6209132280899631;1996-02-16;4,784644919354835
1359;1993-04-04;0,6227031743470061;2005-04-14;4,927716048387089
1360;1994-01-20;0,622779382942935;2012-09-16;4,97322435483871
1361;1992-12-31;0,6236227138187503;2001-06-01;4,975080403225804
1362;2003-08-23;0,6322706034041081;1994-09-01;5,012617580645157
1363;2008-03-09;0,6375250258709109;2015-05-23;5,0555040322580735
1364;2012-12-02;0,6403449441541529;2007-09-04;5,057110887096768
1365;2000-02-16;0,6414793424467126;1998-08-09;5,071841451612903
1366;2018-12-19;0,6575285360923457;2019-05-31;5,08440725806452
1367;2001-03-10;0,6581415594749093;2003-12-24;5,087456583333336
1368;1997-06-02;0,6589600298102639;2014-10-10;5,109089435483869
1369;2009-08-10;0,662420869639147;2000-07-04;5,139899919354847
1370;1993-06-15;0,669649183138419;2000-12-04;5,1770597580645195
1371;2014-11-11;0,6769453279046297;1996-09-17;5,216125564516124
1372;2020-11-08;0,6804615521899144;2004-09-04;5,220324677419354
1373;2009-06-17;0,6805405984042893;2018-10-28;5,313918548387088
1374;1991-08-08;0,6813372040357825;1993-06-22;5,35459330645161
1375;2014-12-14;0,683846117205545;2017-12-01;5,372868225806455
1376;2012-02-01;0,6875828575182378;2020-06-11;5,4151051612903185
1377;2014-06-29;0,6877635095844076;2014-02-05;5,4262859677419275
1378;2012-12-11;0,6889070419090237;2013-01-08;5,446225354166673
1379;1994-11-06;0,6945858606188983;2003-07-07;5,452257419354838
1380;2014-02-24;0,694749095856639;2012-10-22;5,459432822580655
1381;2015-09-12;0,6983113533685368;1999-05-08;5,46525693548387
1382;2005-12-07;0,7217925540800566;2012-07-18;5,56888193548387
1383;2005-05-01;0,7255933378761171;2021-02-12;5,62056451612902
1384;2002-03-16;0,7319827718838472;1993-11-19;5,627401774193548
1385;2008-06-26;0,7331075889721378;1997-11-24;5,66667459677419
1386;2016-10-26;0,7654266182077276;1996-12-08;5,679213629032274
1387;1992-10-21;0,7697143449634135;2009-06-11;5,696036693548388
1388;2012-01-22;0,7697463671381395;2012-03-02;5,881776290322566
1389;1991-10-10;0,7710037961732155;2017-04-27;5,929605483870965
1390;2003-04-27;0,7785712255678678;2012-07-03;5,950860967741931
1391;2009-09-18;0,785047654540131;1993-12-05;5,987859758064524
1392;1999-01-17;0,7929292413835961;2017-04-21;5,994660725806452
1393;2005-02-25;0,793674553643111;2014-06-26;6,000137258064519
1394;1995-02-18;0,7946211513430805;2018-08-18;6,054630403225794
1395;2002-03-01;0,8006006186881158;2011-07-07;6,067957419354847
1396;2010-12-05;0,8006081331036695;2011-08-31;6,156612822580647
1397;2018-05-07;0,8066520527954578;2005-03-15;6,224241935483867
1398;2002-07-21;0,8115317816544877;2004-12-28;6,235576749999998
1399;2016-04-17;0,8280728191372698;1997-03-07;6,248064183029451
1400;1996-01-20;0,8473758319990354;1998-05-07;6,282988790322577
1401;1992-11-29;0,85871144615205;2007-03-21;6,286740725806444
1402;2016-11-28;0,873211867825848;2010-11-02;6,314038951612897
1403;1997-03-09;0,8788724049996446;2008-07-02;6,363403790322581
1404;2020-11-13;0,9204127189031209;1998-05-18;6,398796854838713
1405;1992-07-23;0,9258678658162841;2003-07-22;6,424474758064521
1406;2001-12-16;0,9273880762389184;2017-06-16;6,458203467741936
1407;1996-10-30;0,9310914322284858;2004-07-04;6,48279991935484
1408;1992-10-31;0,9407183053890006;1999-11-05;6,520867741935485
1409;2017-04-28;0,9434452630410178;2007-09-19;6,608309274193549
1410;2021-03-02;0,9495296251223462;1998-10-10;6,637389435483872
1411;2019-08-05;0,9504245353524597;2018-05-05;6,661603790322584
1412;2018-09-27;0,9505774948412669;1997-05-15;6,664407822580644
1413;2004-04-09;0,9511085536250171;1991-09-28;6,778232419354849
1414;1996-06-05;0,9648385530698492;1997-06-30;6,823475806451625
1415;2007-12-16;0,9657781835479188;2020-08-25;6,838077903225808
1416;2017-04-20;0,9818066637819722;1995-10-07;6,865068387096772
1417;1998-02-03;0,9906666918031712;2013-09-19;6,877709274193542
1418;2005-10-07;0,9968839294652715;1995-06-18;6,894660887096778
1419;1992-06-13;0,9976260817284711;2005-11-03;6,896065806451611
1420;2004-11-11;1,0034528146688706;2004-10-11;6,917407983870977
1421;2019-09-26;1,0196827313473258;2001-05-10;6,983346129032265
1422;1996-02-13;1,0296762524357035;1995-09-07;6,984903225806445
1423;1991-10-15;1,0296906452961303;2017-04-14;7,0084160483870965
1424;1998-12-11;1,0347007019543712;1991-02-27;7,011521532258053
1425;2007-03-25;1,0413507823965398;1991-07-09;7,018413709677424
1426;2004-04-26;1,0472408442478687;2004-04-12;7,041474112903224
1427;2008-05-23;1,0533117206703129;1997-04-29;7,059077096774194
1428;2012-06-02;1,05589157415017;2003-11-07;7,072661854838705
1429;2019-05-29;1,0576155942327894;2007-08-14;7,130376693548381
1430;2015-11-27;1,070825395069774;2016-05-22;7,138704032258062
1431;1999-07-12;1,0726007191149232;1992-07-22;7,144973467741934
1432;2017-09-28;1,07625106431591;2003-04-19;7,149363629032262
1433;2004-06-12;1,0867440634669985;2010-11-17;7,299059112903229
1434;2009-10-24;1,1085057040462223;1998-02-21;7,349481048387089
1435;2004-06-02;1,1105002590801694;2011-04-11;7,360067096774197
1436;2007-01-29;1,1156985407657014;1999-06-14;7,438802580645156
1437;2008-12-31;1,1341792349407502;2009-05-21;7,502983225806448
1438;1995-04-30;1,1374683230126306;1995-06-11;7,550536693548386
1439;1991-09-18;1,1519661759401323;2009-07-24;7,624489354838719
1440;2016-01-20;1,1608501341290347;2012-07-25;7,654836612903224
1441;2001-06-25;1,164049194467249;2008-10-03;7,655596693548388
1442;2018-01-13;1,1673762630551776;1998-01-04;7,724130666666665
1443;2018-10-05;1,188684286072726;1997-05-09;7,786565483870963
1444;1995-11-30;1,2118479257770511;2015-11-28;7,856468387096771
1445;2002-12-11;1,21313787415637;2019-04-22;7,863059112903233
1446;2019-06-06;1,2217298415698503;1999-10-30;7,864118709677428
1447;2001-08-25;1,2278027762106576;2013-10-26;7,892642499999998
1448;2016-10-04;1,2293984758856253;2012-05-05;8,01710822580645
1449;2014-04-23;1,2435748271687599;1999-03-07;8,035164183029458
1450;2010-07-28;1,2448072704699338;2009-05-08;8,180056935483881
1451;2020-06-24;1,2470129062672484;1995-04-28;8,200066048387097
1452;2004-10-08;1,2555951274762633;2021-02-24;8,214037096774202
1453;2009-04-05;1,2769088390168601;1998-07-23;8,23897346774194
1454;2003-06-11;1,2781210532847143;2007-04-01;8,34061008064516
1455;2008-05-06;1,281490035795458;2007-11-26;8,347144919354838
1456;2004-04-04;1,2817339170199618;1991-12-19;8,379438733870963
1457;1995-10-28;1,3118628860655634;2010-09-11;8,387008870967737
1458;2021-09-18;1,320396901740131;2000-07-21;8,483374758064514
1459;2007-02-09;1,3243013914739208;2004-08-24;8,509475967741935
1460;2016-10-31;1,3312617369620998;2011-02-14;8,518733790322576
1461;2016-12-04;1,3399582861536699;2018-06-30;8,548775806451598
1462;2005-11-06;1,3431336554808984;2008-01-02;8,624140499999996
1463;2006-12-03;1,3475719314841526;1991-07-23;8,757273467741928
1464;1995-06-02;1,3481921640702648;1993-03-20;8,759891129032262
1465;1999-05-28;1,3482793910746071;2009-06-26;8,819237258064517
1466;2002-10-15;1,349309981911131;2006-11-10;8,835712258064522
1467;1993-02-27;1,3512094212236665;2004-06-23;8,87249177419355
1468;2007-08-10;1,3572139557531435;2011-10-29;8,991632741935481
1469;1997-01-20;1,3650978509810345;2008-06-03;9,102361370967746
1470;2009-01-05;1,3879087005304922;2014-05-11;9,15178612903225
1471;2015-06-08;1,4027474161265892;2021-04-05;9,159007822580646
1472;2015-05-13;1,407638510640977;1993-07-25;9,170202983870972
1473;2010-06-26;1,4236069471210921;2014-12-12;9,207046129032262
1474;2019-01-23;1,4283777213860027;2001-12-25;9,212871083333333
1475;1997-09-22;1,447811697681059;2004-07-19;9,232049112903239
1476;2015-04-15;1,4491143444145769;1994-06-05;9,248348387096772
1477;2018-09-08;1,4599626072745568;2019-08-22;9,267070322580649
1478;2000-02-22;1,4683275785240022;1994-04-21;9,283960725806416
1479;1991-07-16;1,477298486809009;2021-08-16;9,401458709677435
1480;1992-04-16;1,4775962050065135;2011-02-06;9,441152661290314
1481;2009-03-22;1,481651839792299;2003-01-26;9,451112905913979
1482;2016-11-11;1,4829680164588712;2019-10-18;9,464162822580633
1483;2018-11-06;1,4852032779738982;2013-10-08;9,471330000000002
1484;1998-11-20;1,4871583094459777;2004-08-14;9,473745645161287
1485;2011-06-08;1,5184320129265867;1995-05-18;9,480696854838712
1486;2015-02-22;1,5208156983890007;2012-06-15;9,664103467741938
1487;2002-01-03;1,530411859757865;2012-07-13;9,664730645161296
1488;1993-11-29;1,5441689600958477;2004-10-31;9,734980080645142
1489;2014-08-29;1,5516393069122236;2017-09-20;9,774746209677426
1490;1992-12-05;1,5578216707086305;2009-08-31;9,777812822580643
1491;2020-06-07;1,5677692064265887;2007-07-06;9,845728709677424
1492;2018-11-13;1,5682923073244788;1995-02-06;9,873552661290324
1493;2017-09-02;1,590665191366462;2009-05-31;9,906107258064523
1494;1996-04-27;1,5956087119410176;2006-04-18;10,025824516129028
1495;2005-07-03;1,6016295034730597;2013-10-03;10,026783225806449
1496;2005-01-21;1,6020432912291231;2019-02-09;10,034397903225807
1497;1992-08-09;1,606985377673148;2003-04-05;10,173207822580645
1498;2017-03-26;1,614935169901271;2019-01-21;10,187861599462348
1499;2007-11-16;1,6329935484823659;2008-07-19;10,219149112903223
1500;1993-11-21;1,6365063736266088;2000-03-22;10,233400080645147
1501;1992-09-21;1,6511732239810581;2016-08-16;10,24805717741936
1502;2005-11-01;1,6512626709289997;2008-04-02;10,269569435483866
1503;2005-07-13;1,6570910195988207;2016-12-26;10,301121333333331
1504;2004-02-23;1,6592531663937773;1991-08-22;10,325170322580648
1505;1991-04-03;1,6613764867709973;1999-06-08;10,411664596774187
1506;1995-01-11;1,6665074304216014;2011-11-29;10,451450241935486
1507;2016-04-30;1,6875803992561196;1996-07-08;10,542413709677428
1508;2019-10-31;1,6901025153984859;1998-01-18;10,543557333333336
1509;2011-10-19;1,7002168760492915;1992-03-30;10,551721290322583
1510;1994-06-28;1,7019573667019572;1999-04-17;10,554906370967753
1511;2015-05-26;1,712403238286335;2021-03-31;10,56582129032258
1512;2013-12-15;1,7221175841351792;2004-11-22;10,589763548387088
1513;1992-07-06;1,7411131428650464;1991-10-03;10,61918322580645
1514;2006-01-03;1,7583710260178662;2008-07-12;10,762310080645163
1515;2007-08-05;1,7842554285524608;1997-10-18;10,779262822580655
1516;2008-02-11;1,806426912167538;1999-02-21;10,792281048387085
1517;2005-09-22;1,8104795515510594;1998-09-20;10,794346209677425
1518;2009-01-14;1,8281083622628573;2010-09-24;10,824756774193542
1519;2005-03-25;1,8351976135515395;2016-08-08;10,842041451612902
1520;2000-08-23;1,8352789901566648;2012-10-09;10,924489435483867
1521;2009-08-05;1,8375830641024586;1999-01-04;10,939430666666672
1522;2021-04-03;1,8387524461709996;1993-05-16;10,942261935483863
1523;1991-12-19;1,8450445764544454;1995-01-15;11,082740833333343
1524;2006-07-12;1,8459820201159236;1991-05-05;11,104703790322585
1525;2021-04-30;1,846949856812632;2003-06-24;11,170991774193542
1526;2012-05-22;1,8789586461545844;1994-03-08;11,205190312061712
1527;2012-03-25;1,8900316002812705;2005-01-19;11,230868999999993
1528;2011-10-09;1,903496107751263;1994-11-08;11,354043467741938
1529;2000-12-29;1,9101135522944699;2021-10-09;11,37303879032257
1530;2012-04-01;1,9102781367160373;2013-06-22;11,493293306451614
1531;2015-08-12;1,9107924661824072;2016-07-05;11,493528709677417
1532;2009-09-12;1,9115845521585382;1999-02-26;11,515857499999989
1533;2018-06-30;1,9196985105762654;2002-07-28;11,550453870967742
1534;1991-08-24;1,9527876083866649;2019-03-07;11,59936418302945
1535;2013-05-03;1,9533140254172838;2020-07-01;11,657997177419363
1536;2005-06-01;1,9598161938771796;1992-05-18;11,695223951612887
1537;1995-12-29;1,9652985401865417;2003-02-01;11,747050645161284
1538;2011-11-20;1,9769085904459769;1996-09-22;11,904273629032266
1539;2018-05-26;1,9775974805893355;2007-08-20;11,910919112903224
1540;2004-07-10;1,992850335384886;2007-09-30;11,96664314516129
1541;2021-04-15;1,9952002473745771;2001-08-17;11,972757177419348
1542;2003-12-16;2,0020207576749187;1997-11-13;11,974365322580644
1543;2009-05-17;2,0087121175946585;2019-04-28;11,978366048387095
1544;2008-09-14;2,016588481325422;2018-06-22;12,03359330645161
1545;2018-04-21;2,0243091644276308;2016-07-11;12,041525241935489
1546;2003-07-13;2,0310106192988204;2016-07-19;12,124449112903214
1547;2000-03-03;2,0334460624850363;1992-11-11;12,152132338709675
1548;2001-05-29;2,0360299314727883;1991-11-02;12,215938951612909
1549;2016-09-24;2,04891423517731;1992-10-13;12,226780080645131
1550;2015-10-11;2,04980597680892;2000-01-22;12,396640846774183
1551;1996-07-21;2,0507824188772914;2004-04-05;12,40243725806452
1552;2016-08-29;2,0643340605958236;2014-04-17;12,429006370967745
1553;2013-10-11;2,069453146058918;2018-03-25;12,4396660483871
1554;2015-11-02;2,070332794844529;2019-08-11;12,440666290322582
1555;2003-05-20;2,0725791199077377;2015-06-02;12,45406379032258
1556;2002-01-08;2,0830622367252443;2010-04-06;12,464237258064523
1557;2019-04-12;2,0852912694588013;2016-01-12;12,481905500000002
1558;1996-12-25;2,105440473204146;2017-12-28;12,492242583333336
1559;2005-10-22;2,121567268778413;2013-06-06;12,517595000000004
1560;2003-06-27;2,1290143410721383;1996-03-16;12,634227258064513
1561;2019-08-24;2,1435168442666654;1992-11-16;12,641859112903225
1562;1991-02-16;2,1650037204967107;2021-10-31;12,643095887096775
1563;1997-07-13;2,1755871521988204;2009-10-11;12,745874435483866
1564;2003-07-25;2,1837235575980096;1995-01-20;12,775207333333338
1565;2013-08-08;2,1897998626267814;2007-07-11;12,787142499999982
1566;2003-05-13;2,205037905197078;2020-01-22;12,793340846774203
1567;1994-09-28;2,209722198995913;2007-05-19;12,80372395161291
1568;2016-04-23;2,230441652277182;2000-10-26;12,859822177419362
1569;2016-08-24;2,2431820005606573;2008-06-27;12,886356370967745
1570;2003-08-05;2,2450540086024597;2009-12-04;12,892180887096771
1571;2019-02-24;2,2469350754686404;2005-06-11;12,897636693548382
1572;1999-02-10;2,2575558167820535;2017-10-27;12,906122177419352
1573;2005-05-18;2,2701401741009657;1999-04-12;12,917181612903228
1574;2000-08-29;2,271965049937823;2016-03-30;12,946821290322575
1575;2007-04-25;2,2732373063217937;2021-08-22;12,958970322580656
1576;2002-10-04;2,274222468108044;2013-03-14;12,971560483870958
1577;1999-11-19;2,277581903058307;1998-04-20;12,975692016129024
1578;2010-10-14;2,2789772469505394;2019-01-11;13,055651083333334
1579;2005-04-25;2,2935632544217937;1995-09-14;13,064224354838702
1580;1997-08-24;2,298015935952665;2013-04-23;13,083605806451612
1581;1996-10-18;2,299849248319293;2020-01-13;13,145556416666658
1582;2001-07-10;2,3042924533335962;1993-07-15;13,175268870967745
1583;2002-04-26;2,3492663117462502;2012-11-07;13,245143467741944
1584;2017-01-20;2,3557721417340347;2017-11-05;13,287567741935481
1585;1993-06-09;2,35694777383265;2004-02-14;13,407633790322564
1586;2016-03-16;2,3722912703379184;1992-05-28;13,485664435483864
1587;1994-07-15;2,3775758939576805;2011-05-27;13,489283145161286
1588;2006-03-16;2,3786924315038465;1992-08-12;13,497226693548397
1589;2018-05-20;2,3796211142177413;2021-01-25;13,503699594086024
1590;2011-05-25;2,3813956494880393;1994-06-28;13,507356370967738
1591;1997-08-06;2,38288451273339;1994-08-22;13,512670322580647
1592;1998-05-13;2,390009191172978;2008-03-22;13,784400080645161
1593;2001-04-27;2,410749880847866;2011-06-27;13,870615725806443
1594;1995-06-07;2,4163112230786523;1991-04-11;13,909667096774202
1595;2002-07-31;2,423729599821833;2017-08-08;13,997291370967723
1596;2008-03-03;2,4521649432830377;2012-05-15;14,040261935483876
1597;1995-05-15;2,4555254870238223;1994-10-31;14,102395887096774
1598;1991-04-24;2,456049984707183;2001-10-05;14,152916854838715
1599;2006-05-07;2,457271734995459;2000-02-19;14,153508387096768
1600;2005-02-10;2,463660693440053;2021-05-25;14,15426701612903
1601;2001-10-22;2,4726156166284126;1996-10-04;14,182416854838696
1602;2004-03-03;2,474679022741937;1991-05-25;14,272567016129033
1603;2003-06-16;2,481346030109663;1996-01-25;14,442299594086025
1604;2006-07-31;2,4847316863138316;2010-10-23;14,454032822580643
1605;2017-02-16;2,4850849653367124;2012-04-03;14,465747661290315
1606;2021-09-23;2,5010553029955043;1994-12-20;14,510108844086037
1607;2013-02-15;2,5076724601328624;2015-07-28;14,55625387096774
1608;1998-08-17;2,5155608682990502;2006-04-13;14,580574112903227
1609;2012-08-03;2,520967347034714;2007-06-29;14,585805241935489
1610;2003-02-14;2,5296978255425326;2001-10-31;14,614595887096772
